12039,CS1010:Introduction to Information Technology,Thornton Hall E303,14:00,15:15,"[1,3]",Craig Dill,2020-08-25,2020-12-08
11635,CS1110:Introduction to Programming,Maury Hall 209,16:00,16:50,"[1,3]",Raymond Pettit,2020-08-25,2020-12-08
11907,CS1110:Introduction to Programming,Rice Hall 130,12:00,12:50,"[1,3,5]",Craig Dill,2020-08-25,2020-12-08
12107,CS1110:Introduction to Programming,Mechanical Engr Bldg 205,15:30,16:20,"[1,3,5]",Craig Dill,2020-08-25,2020-12-08
12219,CS1110:Introduction to Programming,Rice Hall 130,9:00,9:50,"[1,3,5]",Paul McBurney,2020-08-25,2020-12-08

